1/3/2020,4
1/4/2020,4
1/5/2020,4.1
1/6/2020,4.1
1/7/2020,4.3
1/8/2020,4.5
1/9/2020,4.8
1/10/2020,5
1/11/2020,5.1
1/12/2020,5.2
1/1/2021,5.1
1/2/2021,5
1/3/2021,4.9
1/4/2021,4.8
1/5/2021,4.8
1/6/2021,4.7
1/7/2021,4.7
1/8/2021,4.8
